"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","cis","cis_trans","trans","total_cis","total_cis_trans","total_trans","cis_in_gc","cis_trans_in_gc","trans_in_gc"
"Asymmetrical skull","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TWIST1","","",1,0,0,0,0,0
"Bicoronal synostosis","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TWIST1","","",1,0,0,0,0,0
"Birth length greater than 97th percentile","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"PTEN","","",1,0,0,0,0,0
"Bone-marrow foam cells","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"LIPA","","",1,0,0,1,0,0
"Bullous impetigo","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"EDNRA","","",1,0,0,1,0,0
"C1q DEFICIENCY","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","C1QA",0,0,1,0,0,0
"Calcium Pyrophosphate Dihydrate Deposition","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TGFB1","","",1,0,0,1,0,0
"carotid disease","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"IL1RN","","",1,0,0,0,0,0
"Central nervous system depression (disorder)","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"COMT","","",1,0,0,0,0,0
"Centrocytic lymphoma","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"IL6R","","",1,0,0,1,0,0
"cerebellar function","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","KCNK3","",0,1,0,0,0,0
"Cerebral Autosomal Recessive Arteriopathy with Subcortical Infarcts and Leukoencephalopathy","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","SMG8","",0,1,0,0,0,0
"Cessation of head growth","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","EIF2B2","",0,1,0,0,0,0
"Childhood Malignant Liver Neoplasm","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"IGFBP3","","",1,0,0,0,0,0
"Childhood Malignant Peripheral Nerve Sheath Tumor","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"CRABP2","","",1,0,0,0,0,0
"Congenital anomaly of skeletal bone","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","SOX9",0,0,1,0,0,0
"Congenital hypoplastic anemia","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"UMPS","","",1,0,0,1,0,0
"Congenital immunodeficiency disease","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"HLA-C","","",1,0,0,0,0,0
"CYSTIC FIBROSIS MODIFIER 1","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TGFB1","","",1,0,0,1,0,0
"Decreased circulating progesterone","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","EIF2B2","",0,1,0,0,0,0
"Decreased serum ceruloplasmin","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TMEM199","","",1,0,0,0,0,0
"Decreased size of facial bones","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","CEP120","",0,1,0,0,0,0
"Delusional disorder","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"DPYSL2","","",1,0,0,0,0,0
"Dilated fourth ventricle","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ATXN2","","",1,0,0,1,0,0
"Disorder of soft tissue","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"NPEPPS","","",1,0,0,0,0,0
"Dull burning sensation with urination","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"HMBS","","",1,0,0,1,0,0
"Duplication of phalanx of hallux","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TWIST1","","",1,0,0,0,0,0
"Dural Arteriovenous Fistula","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ENG","","",1,0,0,0,0,0
"Dysuria","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"HMBS","","",1,0,0,1,0,0
"edema disease","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","SDCBP","",0,1,0,0,0,0
"Eisenmenger Complex","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TGFB1","","",1,0,0,1,0,0
"Endometritis","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"PTEN","","",1,0,0,0,0,0
"Episodic hypertension","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"SDHB","","",1,0,0,0,0,0
"Equilibration disorder","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ATXN2","","",1,0,0,1,0,0
"Eruptive xanthoma","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"LPL","","",1,0,0,1,0,0
"Exercise-induced angina","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ITGB3","","",1,0,0,0,0,0
"Exudative age-related macular degeneration","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","KDR","",0,1,0,0,0,0
"Factor X Deficiency","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"GGCX","","",1,0,0,1,0,0
"Familial hyperchylomicronemia syndrome","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"LPL","","",1,0,0,1,0,0
"Familial Tremor","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"GSTP1","","",1,0,0,0,0,0
"Fibrous histiocytoma of tendon sheath","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"CSF1R","","",1,0,0,0,0,0
"Flattening of facial bones","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","CEP120","",0,1,0,0,0,0
"Gastrointestinal dysmotility","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","POLG","",0,1,0,0,0,0
"hazardous drinking","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ALDH2","","",1,0,0,1,0,0
"Hematocrit increased","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"SH2B3","","",1,0,0,1,0,0
"Hereditary Hyperexplexia","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"CSF1R","","",1,0,0,0,0,0
"Heterotopic Ossification","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"RUNX2","","",1,0,0,0,0,0
"Hypoplastic facial bones","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","CEP120","",0,1,0,0,0,0
"Hypotrophic facial bones","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","CEP120","",0,1,0,0,0,0
"Immune dysregulation","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","LEPR","",0,1,0,0,1,0
"Increased circulating very-low-density lipoprotein levels","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"LPL","","",1,0,0,1,0,0
"Insulin resistance - type A","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"IGFBP3","","",1,0,0,0,0,0
"Joubert syndrome with ocular defect","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","CEP120","",0,1,0,0,0,0
"Lactose Intolerance","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"MCM6","","",1,0,0,0,0,0
"Left Ventricle Remodeling","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TGFB1","","",1,0,0,1,0,0
"LEPTIN RECEPTOR DEFICIENCY","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","LEPR","",0,1,0,0,1,0
"Malformation of skull shape","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TWIST1","","",1,0,0,0,0,0
"Malignant neoplasm of other parts of bronchus or lung","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"XPC","","",1,0,0,0,0,0
"Malignant neuroendocrine tumor","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"SDHB","","",1,0,0,0,0,0
"Meningocele","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","TMEM216","",0,1,0,0,0,0
"Meningoencephalocele","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","POMT2","",0,1,0,0,0,0
"Metaphyseal sclerosis","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","CTC1",0,0,1,0,0,0
"Methamphetamine abuse","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"COMT","","",1,0,0,0,0,0
"Migrating partial seizures in infancy","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"PLCB1","","",1,0,0,0,0,0
"Neck Pain","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"COMT","","",1,0,0,0,0,0
"Neonatal alloimmune thrombocytopenia (NAIT)","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ITGB3","","",1,0,0,0,0,0
"Neonatal breathing dysregulation","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","TMEM216","",0,1,0,0,0,0
"Neuropsychiatric Systemic Lupus Erythematosus","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","FCGR3B","",0,1,0,0,0,0
"Numerous nevi","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"PTEN","","",1,0,0,0,0,0
"Obesity Adverse Event","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","RSRC2",0,0,1,0,0,0
"Opisthorchis Viverrini-Related Cholangiocarcinoma","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"CDKN2B","","",1,0,0,0,0,0
"Orthostatic hypotension due to autonomic dysfunction","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","LEPR","",0,1,0,0,1,0
"OSLER-RENDU-WEBER SYNDROME 2","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ENG","","",1,0,0,0,0,0
"Ovotesticular Disorders of Sex Development","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","SOX9",0,0,1,0,0,0
"Papillary and follicular adenocarcinoma","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"EDNRA","","",1,0,0,1,0,0
"Parietal bossing","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"RUNX2","","",1,0,0,0,0,0
"Partial/complete duplication of the phalanges of the hallux","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"TWIST1","","",1,0,0,0,0,0
"Pectus excavatum of inferior sternum","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"MAP2K1","","",1,0,0,0,0,0
"Processing speed","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"SH2B3","","",1,0,0,1,0,0
"Progressive spastic paraparesis","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"AP4B1","","",1,0,0,0,0,0
"Protein-Energy Malnutrition","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"","","BTG1",0,0,1,0,0,0
"Protein avoidance","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"ASL","","",1,0,0,0,0,0
"Proteus Syndrome","1/6",0.147798278791099,0.584546802769763,0,0,7.4167619047619,14.1801583805062,"PTEN","","",1,0,0,0,0,0
"Epilepsy, Lateral Temporal","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"","KDR","SLC12A2",0,1,1,0,0,0
"Tachypnea","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"","TMEM216;PCCB","",0,2,0,0,0,0
"Thin rib","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"SERPINH1","","SOX9",1,0,1,1,0,0
"Acute hepatitis","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"ASL;ATG7","","",2,0,0,0,0,0
"Amino acids measurement","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"BCAS3;SHROOM3","","",2,0,0,2,0,0
"Carotid Artery Plaque","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"ITGB3;LPL","","",2,0,0,1,0,0
"Carpal Tunnel Syndrome","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"IL1RN;COMT","","",2,0,0,0,0,0
"Familial Atypical Mole Melanoma Syndrome","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"CDKN2B;PTEN","","",2,0,0,0,0,0
"Fatty acid measurement","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"FADS2;FEN1","","",2,0,0,0,0,0
"Malignant Uterine Corpus Neoplasm","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"MAP2K1;PTEN","","",2,0,0,0,0,0
"Molar tooth sign on MRI","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"","TMEM216;CEP120","",0,2,0,0,0,0
"Pharyngeal Carcinoma","2/26",0.148621853122271,0.584546802769763,0,0,3.09319338422392,5.89670950950433,"MAP2K1;ALDH2","","",2,0,0,1,0,0
"Acute GVH disease","7/166",0.148621911150294,0.584546802769763,0,0,1.6384314295755,3.12342327575657,"IL1RN;TGFB1;CMA1;HLA-B;HLA-C;ABO","VSIR","",6,1,0,2,0,0
"Melanoma, B16","6/136",0.1494164771955,0.584546802769763,0,0,1.71692307692308,3.26390119866763,"TGFB1;HLA-B;HPR","KDR","C1QA;HSF1",3,1,2,2,0,0
"Follicular adenoma","6/136",0.1494164771955,0.584546802769763,0,0,1.71692307692308,3.26390119866763,"SPAG9;CDKN2B;CHEK2;PTEN;RUNX2","","TXNRD1",5,0,1,0,0,0
"Sarcoma","22/658",0.14953387165774,0.584546802769763,0,0,1.29291454527304,2.45683803894845,"TDRKH;CSF1R;CDKN2B;MAP2K1;ABCC1;SYT1;GSTP1;IGFBP3;PTEN;SDHB;PGF;SMARCA4;ATXN2;WEE1;FES;CHEK2;ENG","LPAR5;KDR;FGFR4","CCAR2;SOX9",17,3,2,4,0,0
"Abnormal skeletal development","4/78",0.149549449659322,0.584546802769763,0,0,2.00890545718132,3.81717785787307,"PTEN;B4GALT7;RUNX2","CEP120","",3,1,0,0,0,0
"Abnormal vision","4/78",0.149549449659322,0.584546802769763,0,0,2.00890545718132,3.81717785787307,"COQ2;HMBS;ST3GAL5","POLG","",3,1,0,1,0,0
"Peripheral Vascular Diseases","4/78",0.149549449659322,0.584546802769763,0,0,2.00890545718132,3.81717785787307,"DAB2IP;ABO;ADAMTS7","ADM","",3,1,0,3,0,0
"Cockayne Syndrome, Type I","3/51",0.150197504330813,0.584546802769763,0,0,2.32146271510516,4.40103866197342,"XPC;PPIA","FCGR3B","",2,1,0,0,0,0
"Albinism","3/51",0.150197504330813,0.584546802769763,0,0,2.32146271510516,4.40103866197342,"CANX","","GPR143;TXNRD1",1,0,2,0,0,0
"Convex nasal ridge","3/51",0.150197504330813,0.584546802769763,0,0,2.32146271510516,4.40103866197342,"TWIST1;ATRIP;RUNX2","","",3,0,0,0,0,0
"Hematuria","3/51",0.150197504330813,0.584546802769763,0,0,2.32146271510516,4.40103866197342,"IL1RN;UMPS;LYZ","","",3,0,0,1,0,0
"Alcohol abuse","5/107",0.151515352702374,0.584546802769763,0,0,1.82266380640548,3.43949112926121,"ALDH2;COMT;MPDZ;ABO","OPRL1","",4,1,0,2,1,0
"Hairy Cell Leukemia","5/107",0.151515352702374,0.584546802769763,0,0,1.82266380640548,3.43949112926121,"MAP2K1;ABCC1;CDKN2B;TGFB1;GSTP1","","",5,0,0,1,0,0
"Follicular thyroid carcinoma","7/167",0.151867656665377,0.584546802769763,0,0,1.62810693641618,3.06856773841478,"SLC22A3;EDNRA;CDKN2B;TGFB1;CHEK2;PTEN","KDR","",6,1,0,3,0,0
"Hereditary hemochromatosis","7/167",0.151867656665377,0.584546802769763,0,0,1.62810693641618,3.06856773841478,"SLC22A3;ABCC1;TGFB1;GSTP1;HLA-B;HLA-C","","SOX9",6,0,1,2,0,0
"Progressive Neoplastic Disease","7/167",0.151867656665377,0.584546802769763,0,0,1.62810693641618,3.06856773841478,"IL1RN;TGFB1;DDT;HLA-B;HLA-C;PPIA","FCGR3B","",6,1,0,1,0,0
"Juvenile arthritis","12/326",0.153107403013637,0.584546802769763,0,0,1.42457062132891,2.67337148459606,"DDR1;IL1RN;ATXN2;HYAL1;ERAL1;IL6R;SH2B3","FCGR3B;FCHSD2;CTTN;LPP","BTG1",7,4,1,3,0,0
"Endothelial dysfunction","10/262",0.154422909327904,0.584546802769763,0,0,1.47825150732127,2.76146291864884,"EDNRA;ABCC1;TGFB1;SYT1;IRS1;PTEN;LIPA;PGF;ENG","","DCTN3",9,0,1,3,0,0
"Breast adenocarcinoma","7/168",0.155146260076046,0.584546802769763,0,0,1.61791069783028,3.01479375113077,"TGFB1;DDT;CHEK2;PTEN;RUNX2","BECN1;KDR","",5,2,0,1,0,0
"Aplasia Cutis Congenita","8/199",0.155170992144246,0.584546802769763,0,0,1.55919869008874,2.90514202544444,"SRR;GSTP1;TCF21;CTSH;ENG","BECN1;CTTN;KREMEN1","",5,3,0,0,0,0
"Carcinoma, Lewis Lung","5/108",0.155687211151732,0.584546802769763,0,0,1.80487486722695,3.35689821075333,"TGFB1;PGF","KDR;ADM","TXNRD1",2,2,1,1,0,0
"Class III malocclusion","5/108",0.155687211151732,0.584546802769763,0,0,1.80487486722695,3.35689821075333,"TGFB1;PTEN;RUNX2","ARHGAP21;TNNI2","",3,2,0,1,0,0
"Long face","5/108",0.155687211151732,0.584546802769763,0,0,1.80487486722695,3.35689821075333,"MAP2K1;COMT","TMEM216;CEP120","EBF3",2,2,1,0,0,0
"Malabsorption","5/108",0.155687211151732,0.584546802769763,0,0,1.80487486722695,3.35689821075333,"TGFB1;SRP54;MLH3","POLG","CTC1",3,1,1,1,0,0
"Mechanical Allodynia","5/108",0.155687211151732,0.584546802769763,0,0,1.80487486722695,3.35689821075333,"MAPK9;IL1RN;COMT;AIF1","ADM","",4,1,0,0,0,0
"Coronary Stenosis","3/52",0.15648241926209,0.584546802769763,0,0,2.27396886096695,4.21778384932021,"ITGB3","ADAMTS4","PHACTR1",1,1,1,0,0,1
"Hereditary Breast and Ovarian Cancer Syndrome","3/52",0.15648241926209,0.584546802769763,0,0,2.27396886096695,4.21778384932021,"RAD51C;CHEK2;PTEN","","",3,0,0,0,0,0
"Range of joint movement increased","3/52",0.15648241926209,0.584546802769763,0,0,2.27396886096695,4.21778384932021,"PPP1CB;EFEMP2;PTEN","","",3,0,0,0,0,0
"Spontaneous abortion","6/138",0.156711196568803,0.584546802769763,0,0,1.69073426573427,3.13352350095404,"IL1RN;TGFB1;PTGIS;IGFBP3;ITGB3;PGF","","",6,0,0,1,0,0
"Abdominal discomfort","6/138",0.156711196568803,0.584546802769763,0,0,1.69073426573427,3.13352350095404,"HMBS;HLA-B;MCM6;SDHB;MLH3","POLG","",5,1,0,1,0,0
"Diabetic Nephropathy","19/561",0.157562445422455,0.584546802769763,0,0,1.30900965814392,2.41896269493762,"SLC22A3;PLEKHH2;IL1RN;TGFB1;SYT1;GIPR;ITGB3;ITGA1;PTEN;LPL;LYZ;ALDH2;SCD;IL6R;ENG;DGKH","PRKCB;ADM;KDR","",16,3,0,9,0,0
"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"IL1RN","FCGR3B","",1,1,0,0,0,0
"Skin toxicity","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"TGFB1;GSTP1","","",2,0,0,1,0,0
"Visual field defects","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"TWIST1;ENG","","",2,0,0,0,0,0
"Benign neoplasm of breast","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"TGFB1;CARM1","","",2,0,0,1,0,0
"Congenital hypoplasia of thymus","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"NEK9;COMT","","",2,0,0,0,0,0
"Congenital vascular anomaly","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"PTEN;ENG","","",2,0,0,0,0,0
"Corneal Diseases","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"TGFB1;SLC4A11","","",2,0,0,1,0,0
"Coronary Microvascular Disease","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"DAG1","POMT2","",1,1,0,0,0,0
"Extraskeletal Myxoid Chondrosarcoma","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"MCM7;PTEN","","",2,0,0,0,0,0
"Fibular polydactyly","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"DDX59","TMEM216","",1,1,0,0,0,0
"Flared metaphysis","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"DDRGK1;RUNX2","","",2,0,0,0,0,0
"Fluid overload","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"HLA-C","ADM","",1,1,0,0,0,0
"Hereditary Leiomyomatosis and Renal Cell Cancer","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"CDKN2B;SDHB","","",2,0,0,0,0,0
"Increased susceptibility to fractures","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"RUNX2","YY1AP1","",1,1,0,0,0,0
"Mucinous neoplasm","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"PTEN;SMARCA4","","",2,0,0,1,0,0
"Nevus elasticus","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"ABCC1;GGCX","","",2,0,0,1,0,0
"Postaxial foot polydactyly","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"DDX59","TMEM216","",1,1,0,0,0,0
"Primary Malignant Liver Neoplasm","2/27",0.157860726344625,0.584546802769763,0,0,2.96931297709924,5.48147680393945,"HMBS;PTEN","","",2,0,0,1,0,0
"Progressive cGVHD","7/169",0.158457315062902,0.584546802769763,0,0,1.60784033873308,2.96207606510309,"IL1RN;TGFB1;DDT;HLA-B;HLA-C;PPIA","FCGR3B","",6,1,0,1,0,0
"Bloom Syndrome","4/80",0.15947368596115,0.584546802769763,0,0,1.95583787053841,3.59067648834999,"ADAM15;FES;SCD;CHEK2","","",4,0,0,1,0,0
"Corneal Opacity","4/80",0.15947368596115,0.584546802769763,0,0,1.95583787053841,3.59067648834999,"DAG1;SLC4A11;POMGNT1","POMT2","",3,1,0,0,0,0
"Schizoaffective Disorder","5/109",0.159906056302891,0.584546802769763,0,0,1.78742802303263,3.2766572559961,"GIGYF1;EDNRA;COMT","","BAG1;PCDH12",3,0,2,1,0,0
"Hyperalgesia, Thermal","5/109",0.159906056302891,0.584546802769763,0,0,1.78742802303263,3.2766572559961,"MAPK9;IL1RN;COMT;AIF1","ADM","",4,1,0,0,0,0
"Diarrhea","12/329",0.160090035159453,0.584546802769763,0,0,1.4108679374977,2.58473673010123,"IL1RN;CDKN2B;HMBS;HLA-B;MCM6;LYZ;UMPS;LIPA","LEPR;FGFR4;POLG","JPT1",8,3,1,3,1,0
"Undergrowth","18/529",0.160810759279076,0.584546802769763,0,0,1.31490669830655,2.40302751143488,"MAP2K1;SLC22A5;SRP54;XPC;LIPA;PPP1CB;NDUFAF6;RFT1;ST3GAL5;ASL;SERAC1;B4GALT7","FASTKD2;TMEM216;PCCB;COX10;POLG","SOX9",12,5,1,2,0,0
"Acute lymphocytic leukemia","29/907",0.161398011979407,0.584546802769763,0,0,1.23585247246577,2.25404888215884,"DDR1;CSF1R;IL1RN;IRS1;GSTP1;KMT2C;PTEN;HPR;NT5C2;LIPA;SH2B3;SH3GL1;SPAG9;CDKN2B;MAP2K1;ABCC1;TGFB1;HLA-C;PGF;SMARCA4;PSMA5;FER;SCD;ENG","KDR;PRKCB;FGFR4","BTG1;CCAR2",24,3,2,7,0,0
"Idiopathic pulmonary arterial hypertension","11/297",0.161474593064001,0.584546802769763,0,0,1.43300970873786,2.61296060346042,"EDNRA;TGFB1;PTGIS;HLA-B;PGPEP1;NT5C2;LIPA;ENG;METAP2","PSMG1;KCNK3","",9,2,0,5,0,0
"Fatigue","12/330",0.162453183592098,0.584546802769763,0,0,1.4063578298216,2.55586608763242,"SLC22A3;ATXN2;IGFBP3;HLA-B;XPC;COMT;IL6R;SDHB;POMGNT1;SH2B3;MLH3","","JPT1",11,0,1,4,0,0
